budget_year;budget_version;budget_date;customer_name;bu_code;bu_currency;sales_amount_bu_currency
2023;BV1;31/01/2023;AllCustomers;IOBU;USD;25663976.78
2023;BV1;31/01/2023;AllCustomers;ISBU;ISK;3304711577.412
2023;BV1;31/01/2023;AllCustomers;ITBU;EUR;41442197.0144001
2023;BV1;31/01/2023;AllCustomers;JEBU;GBP;13886399.9664
2023;BV1;31/01/2023;AllCustomers;JPBU;JPY;2469809223.2
2023;BV1;31/01/2023;AllCustomers;KRBU;KRW;70374384979.5601
2023;BV1;31/01/2023;AllCustomers;KWBU;KWD;15704179.2960001
2023;BV1;31/01/2023;AllCustomers;KYBU;KYD;15206453.2732
2023;BV1;31/01/2023;AllCustomers;LIBU;CHF;137620199.62
2023;BV1;31/01/2023;AllCustomers;LTBU;EUR;23621875.0404
2023;BV1;31/01/2023;AllCustomers;LUBU;EUR;32031189.2810002
2023;BV1;31/01/2023;AllCustomers;LVBU;EUR;24052915.5048
2023;BV1;31/01/2023;AllCustomers;MCBU;EUR;284748196.187
2023;BV1;31/01/2023;AllCustomers;MSBU;XCD;51776479.6379999
2023;BV1;31/01/2023;AllCustomers;MTBU;EUR;57217654.9854
2023;BV1;31/01/2023;AllCustomers;MYBU;MYR;111520760.7762
2023;BV1;31/01/2023;AllCustomers;NLBU;EUR;18787284.6161
2023;BV1;31/01/2023;AllCustomers;NOBU;NOK;459252654.336
2023;BV1;31/01/2023;AllCustomers;NZBU;NZD;77403024.0479998
2023;BV1;31/01/2023;AllCustomers;OMBU;OMR;23926264.9
2023;BV1;31/01/2023;AllCustomers;PLBU;PLN;86922079.8600002
2023;BV1;31/01/2023;AllCustomers;PNBU;NZD;41762531.3615999
2023;BV1;31/01/2023;AllCustomers;PTBU;EUR;22276110.8934
2023;BV1;31/01/2023;AllCustomers;QABU;QAR;168252359.3275
2023;BV1;31/01/2023;AllCustomers;SABU;SAR;239847997.725
2023;BV1;31/01/2023;AllCustomers;SEBU;SEK;468645510.580201
2023;BV1;31/01/2023;AllCustomers;SGBU;SGD;67793871.8599999
2023;BV1;31/01/2023;AllCustomers;SHBU;SHP;21975782.4568
2023;BV1;31/01/2023;AllCustomers;SIBU;EUR;23811664.1672
2023;BV1;31/01/2023;AllCustomers;SKBU;EUR;21850560.0768
2023;BV1;31/01/2023;AllCustomers;SMBU;EUR;255254565.929999
2023;BV1;31/01/2023;AllCustomers;TWBU;TWD;629621826.795
2023;BV1;31/01/2023;AllCustomers;USBU;USD;29862402.38
2023;BV1;31/01/2023;AllCustomers;VABU;EUR;169272396.384
2023;BV1;31/01/2023;AllCustomers;VGBU;USD;27497476.08
2023;BV1;31/01/2023;AllCustomers;WFBU;XPF;2870103885.81
2023;BV1;31/01/2023;AllCustomers;ZABU;ZAR;481482759.1875
2023;BV1;28/02/2023;AllCustomers;ADBU;EUR;62343517.1813996
2023;BV1;28/02/2023;AllCustomers;AEBU;AED;211923412.183201
2023;BV1;28/02/2023;AllCustomers;ATBU;EUR;20064913.6779
2023;BV1;28/02/2023;AllCustomers;AUBU;AUD;26122370.0717001
2023;BV1;28/02/2023;AllCustomers;BEBU;EUR;36185749.6
2023;BV1;28/02/2023;AllCustomers;BHBU;BHD;13210310.9179999
2023;BV1;28/02/2023;AllCustomers;BMBU;BMD;30753486.76
2023;BV1;28/02/2023;AllCustomers;CABU;CAD;50115544.0
2023;BV1;28/02/2023;AllCustomers;CHBU;CHF;47300779.6924
2023;BV1;28/02/2023;AllCustomers;CYBU;EUR;16144490.9444
2023;BV1;28/02/2023;AllCustomers;CZBU;CZK;477226137.275999
2023;BV1;28/02/2023;AllCustomers;DEBU;EUR;17117514.96
2023;BV1;28/02/2023;AllCustomers;DKBU;DKK;414999622.914301
2023;BV1;28/02/2023;AllCustomers;EEBU;EUR;29214818.7604
2023;BV1;28/02/2023;AllCustomers;ESBU;EUR;46625310.2224
2023;BV1;28/02/2023;AllCustomers;FIBU;EUR;17220945.8421
2023;BV1;28/02/2023;AllCustomers;FKBU;FKP;19335674.3632
2023;BV1;28/02/2023;AllCustomers;FOBU;DKK;159701043.7654
2023;BV1;28/02/2023;AllCustomers;FRBU;EUR;15997733.206
2023;BV1;28/02/2023;AllCustomers;GBBU;GBP;21336063.616
2023;BV1;28/02/2023;AllCustomers;GGBU;GBP;18869547.5787999
2023;BV1;28/02/2023;AllCustomers;GIBU;GIP;28178820.8625
2023;BV1;28/02/2023;AllCustomers;GRBU;EUR;15819784.799
2023;BV1;28/02/2023;AllCustomers;HKBU;HKD;184350297.2688
2023;BV1;28/02/2023;AllCustomers;HUBU;HUF;7979526303.7434
2023;BV1;28/02/2023;AllCustomers;IEBU;EUR;19327881.5275
2023;BV1;28/02/2023;AllCustomers;ILBU;ILS;92046767.2739997
2023;BV1;28/02/2023;AllCustomers;IMBU;GBP;15308474.1872001
2023;BV1;28/02/2023;AllCustomers;IOBU;USD;29221359.7
2023;BV1;28/02/2023;AllCustomers;ISBU;ISK;3115870915.8456
2023;BV1;28/02/2023;AllCustomers;ITBU;EUR;54055039.5840001
2023;BV1;28/02/2023;AllCustomers;JEBU;GBP;20636733.2834
2023;BV1;28/02/2023;AllCustomers;JPBU;JPY;3031129501.2
2023;BV1;28/02/2023;AllCustomers;KRBU;KRW;86105129857.3441
2023;BV1;28/02/2023;AllCustomers;KWBU;KWD;14194162.0560001
2023;BV1;28/02/2023;AllCustomers;KYBU;KYD;14589975.4378
2023;BV1;28/02/2023;AllCustomers;LIBU;CHF;161906117.2
2023;BV1;28/02/2023;AllCustomers;LTBU;EUR;17600612.7752
2023;BV1;28/02/2023;AllCustomers;LUBU;EUR;46918925.1440003
2023;BV1;28/02/2023;AllCustomers;LVBU;EUR;18039686.6286
2023;BV1;28/02/2023;AllCustomers;MCBU;EUR;266811301.939
2023;BV1;28/02/2023;AllCustomers;MSBU;XCD;84302729.6669999
2023;BV1;28/02/2023;AllCustomers;MTBU;EUR;56763546.6125
2023;BV1;28/02/2023;AllCustomers;MYBU;MYR;93756391.8030001
2023;BV1;28/02/2023;AllCustomers;NLBU;EUR;17881873.3093
2023;BV1;28/02/2023;AllCustomers;NOBU;NOK;502991002.368
2023;BV1;28/02/2023;AllCustomers;NZBU;NZD;79593675.6719998
2023;BV1;28/02/2023;AllCustomers;OMBU;OMR;16269860.132
2023;BV1;28/02/2023;AllCustomers;PLBU;PLN;85987433.8400002
2023;BV1;28/02/2023;AllCustomers;PNBU;NZD;31694778.2654999
2023;BV1;28/02/2023;AllCustomers;PTBU;EUR;23819999.7672
2023;BV1;28/02/2023;AllCustomers;QABU;QAR;166361883.38
2023;BV1;28/02/2023;AllCustomers;SABU;SAR;184644887.1375
2023;BV1;28/02/2023;AllCustomers;SEBU;SEK;559644638.848201
2023;BV1;28/02/2023;AllCustomers;SGBU;SGD;66437994.4227999
2023;BV1;28/02/2023;AllCustomers;SHBU;SHP;21615523.728
2023;BV1;28/02/2023;AllCustomers;SIBU;EUR;20217450.708
2023;BV1;28/02/2023;AllCustomers;SKBU;EUR;28906470.1016
2023;BV1;28/02/2023;AllCustomers;SMBU;EUR;300745478.669999
2023;BV1;28/02/2023;AllCustomers;TWBU;TWD;804516778.6825
2023;BV1;28/02/2023;AllCustomers;USBU;USD;21540093.52
2023;BV1;28/02/2023;AllCustomers;VABU;EUR;149033305.512
2023;BV1;28/02/2023;AllCustomers;VGBU;USD;18586256.98
2023;BV1;28/02/2023;AllCustomers;WFBU;XPF;2050074204.15
2023;BV1;28/02/2023;AllCustomers;ZABU;ZAR;373630621.1295
2023;BV1;31/03/2023;AllCustomers;ADBU;EUR;73069283.5781996
2023;BV1;31/03/2023;AllCustomers;AEBU;AED;225051411.168001
2023;BV1;31/03/2023;AllCustomers;ATBU;EUR;21909963.2115
2023;BV1;31/03/2023;AllCustomers;AUBU;AUD;26453032.9840001
2023;BV1;31/03/2023;AllCustomers;BEBU;EUR;42970577.65
2023;BV1;31/03/2023;AllCustomers;BHBU;BHD;16418529.2837999
2023;BV1;31/03/2023;AllCustomers;BMBU;BMD;27777342.88
2023;BV1;31/03/2023;AllCustomers;CABU;CAD;62017985.7
2023;BV1;31/03/2023;AllCustomers;CHBU;CHF;54648473.6252
2023;BV1;31/03/2023;AllCustomers;CYBU;EUR;18418362.9084
2023;BV1;31/03/2023;AllCustomers;CZBU;CZK;602213935.133999
2023;BV1;31/03/2023;AllCustomers;DEBU;EUR;22297815.54
2023;BV1;31/03/2023;AllCustomers;DKBU;DKK;418373603.588401
2023;BV1;31/03/2023;AllCustomers;EEBU;EUR;19790683.6764
2023;BV1;31/03/2023;AllCustomers;ESBU;EUR;57384997.1968
2023;BV1;31/03/2023;AllCustomers;FIBU;EUR;25241660.3439
2023;BV1;31/03/2023;AllCustomers;FKBU;FKP;22124473.5502
2023;BV1;31/03/2023;AllCustomers;FOBU;DKK;190282094.6992
2023;BV1;31/03/2023;AllCustomers;FRBU;EUR;23883939.716
2023;BV1;31/03/2023;AllCustomers;GBBU;GBP;16192548.28
2023;BV1;31/03/2023;AllCustomers;GGBU;GBP;16021313.9819999
2023;BV1;31/03/2023;AllCustomers;GIBU;GIP;40201784.4305
2023;BV1;31/03/2023;AllCustomers;GRBU;EUR;23277683.3471
2023;BV1;31/03/2023;AllCustomers;HKBU;HKD;139243309.6392
2023;BV1;31/03/2023;AllCustomers;HUBU;HUF;7653831352.5702
2023;BV1;31/03/2023;AllCustomers;IEBU;EUR;26080996.76
2023;BV1;31/03/2023;AllCustomers;ILBU;ILS;81626378.5259997
2023;BV1;31/03/2023;AllCustomers;IMBU;GBP;14935096.7680001
2023;BV1;31/03/2023;AllCustomers;IOBU;USD;27950865.8
2023;BV1;31/03/2023;AllCustomers;ISBU;ISK;3273238133.8176
2023;BV1;31/03/2023;AllCustomers;ITBU;EUR;39189903.6984001
2023;BV1;31/03/2023;AllCustomers;JEBU;GBP;15236466.6298
2023;BV1;31/03/2023;AllCustomers;JPBU;JPY;2385611181.5
2023;BV1;31/03/2023;AllCustomers;KRBU;KRW;77825790447.9841
2023;BV1;31/03/2023;AllCustomers;KWBU;KWD;11476131.0240001
2023;BV1;31/03/2023;AllCustomers;KYBU;KYD;21371231.6272
2023;BV1;31/03/2023;AllCustomers;LIBU;CHF;136001138.448
2023;BV1;31/03/2023;AllCustomers;LTBU;EUR;28485202.2546
2023;BV1;31/03/2023;AllCustomers;LUBU;EUR;35640337.3690002
2023;BV1;31/03/2023;AllCustomers;LVBU;EUR;17148837.9062
2023;BV1;31/03/2023;AllCustomers;MCBU;EUR;179368942.48
2023;BV1;31/03/2023;AllCustomers;MSBU;XCD;80319923.5409999
2023;BV1;31/03/2023;AllCustomers;MTBU;EUR;31787586.103
2023;BV1;31/03/2023;AllCustomers;MYBU;MYR;78952750.9920001
2023;BV1;31/03/2023;AllCustomers;NLBU;EUR;21050812.8831
2023;BV1;31/03/2023;AllCustomers;NOBU;NOK;472374158.7456
2023;BV1;31/03/2023;AllCustomers;NZBU;NZD;67179983.1359998
2023;BV1;31/03/2023;AllCustomers;OMBU;OMR;19332422.0392
2023;BV1;31/03/2023;AllCustomers;PLBU;PLN;93464602.0000002
2023;BV1;31/03/2023;AllCustomers;PNBU;NZD;30203259.2882999
2023;BV1;31/03/2023;AllCustomers;PTBU;EUR;18526666.4856
2023;BV1;31/03/2023;AllCustomers;QABU;QAR;132333316.325
2023;BV1;31/03/2023;AllCustomers;SABU;SAR;232233775.575
2023;BV1;31/03/2023;AllCustomers;SEBU;SEK;482295379.820401
2023;BV1;31/03/2023;AllCustomers;SGBU;SGD;77285013.9203999
2023;BV1;31/03/2023;AllCustomers;SHBU;SHP;17472548.3468
2023;BV1;31/03/2023;AllCustomers;SIBU;EUR;18644982.3196
2023;BV1;31/03/2023;AllCustomers;SKBU;EUR;23443830.0824
2023;BV1;31/03/2023;AllCustomers;SMBU;EUR;326018207.969999
2023;BV1;31/03/2023;AllCustomers;TWBU;TWD;804516778.6825
2023;BV1;31/03/2023;AllCustomers;USBU;USD;29617628.59
2023;BV1;31/03/2023;AllCustomers;VABU;EUR;149033305.512
2023;BV1;31/03/2023;AllCustomers;VGBU;USD;19350075.76
2023;BV1;31/03/2023;AllCustomers;WFBU;XPF;2870103885.81
2023;BV1;31/03/2023;AllCustomers;ZABU;ZAR;273482207.2185
2023;BV1;30/04/2023;AllCustomers;ADBU;EUR;65695319.1803996
2023;BV1;30/04/2023;AllCustomers;AEBU;AED;226926839.594401
2023;BV1;30/04/2023;AllCustomers;ATBU;EUR;18681126.5277
2023;BV1;30/04/2023;AllCustomers;AUBU;AUD;41332864.0375001
2023;BV1;30/04/2023;AllCustomers;BEBU;EUR;51112371.31
2023;BV1;30/04/2023;AllCustomers;BHBU;BHD;20570341.2865999
2023;BV1;30/04/2023;AllCustomers;BMBU;BMD;19840959.2
2023;BV1;30/04/2023;AllCustomers;CABU;CAD;77679093.2
2023;BV1;30/04/2023;AllCustomers;CHBU;CHF;43167701.8552
2023;BV1;30/04/2023;AllCustomers;CYBU;EUR;21147009.2652
2023;BV1;30/04/2023;AllCustomers;CZBU;CZK;659026570.523999
2023;BV1;30/04/2023;AllCustomers;DEBU;EUR;26126733.36
2023;BV1;30/04/2023;AllCustomers;DKBU;DKK;431869526.284801
2023;BV1;30/04/2023;AllCustomers;EEBU;EUR;27094388.3665
2023;BV1;30/04/2023;AllCustomers;ESBU;EUR;34968982.6668
2023;BV1;30/04/2023;AllCustomers;FIBU;EUR;24533950.2408
2023;BV1;30/04/2023;AllCustomers;FKBU;FKP;20823033.9296
2023;BV1;30/04/2023;AllCustomers;FOBU;DKK;125722098.2834
2023;BV1;30/04/2023;AllCustomers;FRBU;EUR;23883939.716
2023;BV1;30/04/2023;AllCustomers;GBBU;GBP;20955062.48
2023;BV1;30/04/2023;AllCustomers;GGBU;GBP;21895795.7753999
2023;BV1;30/04/2023;AllCustomers;GIBU;GIP;26300232.805
2023;BV1;30/04/2023;AllCustomers;GRBU;EUR;20791717.1644
2023;BV1;30/04/2023;AllCustomers;HKBU;HKD;184350297.2688
2023;BV1;30/04/2023;AllCustomers;HUBU;HUF;9608001059.6094
2023;BV1;30/04/2023;AllCustomers;IEBU;EUR;18862149.4425
2023;BV1;30/04/2023;AllCustomers;ILBU;ILS;100730424.564
2023;BV1;30/04/2023;AllCustomers;IMBU;GBP;13254898.3816001
2023;BV1;30/04/2023;AllCustomers;IOBU;USD;21852495.08
2023;BV1;30/04/2023;AllCustomers;ISBU;ISK;2517875487.552
2023;BV1;30/04/2023;AllCustomers;ITBU;EUR;39189903.6984001
2023;BV1;30/04/2023;AllCustomers;JEBU;GBP;21601066.6144
2023;BV1;30/04/2023;AllCustomers;JPBU;JPY;3255657612.4
2023;BV1;30/04/2023;AllCustomers;KRBU;KRW;70374384979.5601
2023;BV1;30/04/2023;AllCustomers;KWBU;KWD;16006182.7440001
2023;BV1;30/04/2023;AllCustomers;KYBU;KYD;17055886.7794
2023;BV1;30/04/2023;AllCustomers;LIBU;CHF;134382077.276
2023;BV1;30/04/2023;AllCustomers;LTBU;EUR;23621875.0404
2023;BV1;30/04/2023;AllCustomers;LUBU;EUR;58197512.9190004
2023;BV1;30/04/2023;AllCustomers;LVBU;EUR;19375959.7122
2023;BV1;30/04/2023;AllCustomers;MCBU;EUR;190579501.385
2023;BV1;30/04/2023;AllCustomers;MSBU;XCD;61733494.9529999
2023;BV1;30/04/2023;AllCustomers;MTBU;EUR;55855329.8667
2023;BV1;30/04/2023;AllCustomers;MYBU;MYR;71057475.8928001
2023;BV1;30/04/2023;AllCustomers;NLBU;EUR;27615044.8574
2023;BV1;30/04/2023;AllCustomers;NOBU;NOK;371775958.272
2023;BV1;30/04/2023;AllCustomers;NZBU;NZD;54036073.3919999
2023;BV1;30/04/2023;AllCustomers;OMBU;OMR;16844090.4896
2023;BV1;30/04/2023;AllCustomers;PLBU;PLN;97203186.0800002
2023;BV1;30/04/2023;AllCustomers;PNBU;NZD;39525252.8957999
2023;BV1;30/04/2023;AllCustomers;PTBU;EUR;19849999.806
2023;BV1;30/04/2023;AllCustomers;QABU;QAR;234419017.49
2023;BV1;30/04/2023;AllCustomers;SABU;SAR;215101775.7375
2023;BV1;30/04/2023;AllCustomers;SEBU;SEK;564194595.261601
2023;BV1;30/04/2023;AllCustomers;SGBU;SGD;65760055.7041999
2023;BV1;30/04/2023;AllCustomers;SHBU;SHP;18553324.5332
2023;BV1;30/04/2023;AllCustomers;SIBU;EUR;22239195.7788
2023;BV1;30/04/2023;AllCustomers;SKBU;EUR;16387920.0576
2023;BV1;30/04/2023;AllCustomers;SMBU;EUR;252727292.999999
2023;BV1;30/04/2023;AllCustomers;TWBU;TWD;853487365.211
2023;BV1;30/04/2023;AllCustomers;USBU;USD;27659438.27
2023;BV1;30/04/2023;AllCustomers;VABU;EUR;187671569.904
2023;BV1;30/04/2023;AllCustomers;VGBU;USD;26479051.04
2023;BV1;30/04/2023;AllCustomers;WFBU;XPF;2405420399.536
2023;BV1;30/04/2023;AllCustomers;ZABU;ZAR;477630897.114
2023;BV1;31/05/2023;AllCustomers;ADBU;EUR;61002796.3817996
2023;BV1;31/05/2023;AllCustomers;AEBU;AED;215674269.036001
2023;BV1;31/05/2023;AllCustomers;ATBU;EUR;26753218.2372
2023;BV1;31/05/2023;AllCustomers;AUBU;AUD;36372920.3530001
2023;BV1;31/05/2023;AllCustomers;BEBU;EUR;39352002.69
2023;BV1;31/05/2023;AllCustomers;BHBU;BHD;15474935.6467999
2023;BV1;31/05/2023;AllCustomers;BMBU;BMD;19840959.2
2023;BV1;31/05/2023;AllCustomers;CABU;CAD;65776651.5
2023;BV1;31/05/2023;AllCustomers;CHBU;CHF;41330778.372
2023;BV1;31/05/2023;AllCustomers;CYBU;EUR;22283945.2472
2023;BV1;31/05/2023;AllCustomers;CZBU;CZK;715839205.913999
2023;BV1;31/05/2023;AllCustomers;DEBU;EUR;17793206.34
2023;BV1;31/05/2023;AllCustomers;DKBU;DKK;438617487.633001
2023;BV1;31/05/2023;AllCustomers;EEBU;EUR;23089130.9558
2023;BV1;31/05/2023;AllCustomers;ESBU;EUR;34520662.3762
2023;BV1;31/05/2023;AllCustomers;FIBU;EUR;28780210.8594
2023;BV1;31/05/2023;AllCustomers;FKBU;FKP;14129915.8808
2023;BV1;31/05/2023;AllCustomers;FOBU;DKK;130818940.1057
2023;BV1;31/05/2023;AllCustomers;FRBU;EUR;17124334.136
2023;BV1;31/05/2023;AllCustomers;GBBU;GBP;13335039.76
2023;BV1;31/05/2023;AllCustomers;GGBU;GBP;12817051.1855999
2023;BV1;31/05/2023;AllCustomers;GIBU;GIP;35317455.481
2023;BV1;31/05/2023;AllCustomers;GRBU;EUR;24181671.0499
2023;BV1;31/05/2023;AllCustomers;HKBU;HKD;245146671.9
2023;BV1;31/05/2023;AllCustomers;HUBU;HUF;6106780334.4975
2023;BV1;31/05/2023;AllCustomers;IEBU;EUR;18163551.315
2023;BV1;31/05/2023;AllCustomers;ILBU;ILS;69469258.3199998
2023;BV1;31/05/2023;AllCustomers;IMBU;GBP;15681851.6064001
2023;BV1;31/05/2023;AllCustomers;IOBU;USD;25918075.56
2023;BV1;31/05/2023;AllCustomers;ISBU;ISK;2612295818.3352
2023;BV1;31/05/2023;AllCustomers;ITBU;EUR;41442197.0144001
2023;BV1;31/05/2023;AllCustomers;JEBU;GBP;21986799.9468
2023;BV1;31/05/2023;AllCustomers;JPBU;JPY;3620515793.1
2023;BV1;31/05/2023;AllCustomers;KRBU;KRW;97696205030.4481
2023;BV1;31/05/2023;AllCustomers;KWBU;KWD;12986148.2640001
2023;BV1;31/05/2023;AllCustomers;KYBU;KYD;22193202.0744
2023;BV1;31/05/2023;AllCustomers;LIBU;CHF;124667710.244
2023;BV1;31/05/2023;AllCustomers;LTBU;EUR;18758547.8262
2023;BV1;31/05/2023;AllCustomers;LUBU;EUR;34738050.3470002
2023;BV1;31/05/2023;AllCustomers;LVBU;EUR;21825793.6988
2023;BV1;31/05/2023;AllCustomers;MCBU;EUR;174884718.918
2023;BV1;31/05/2023;AllCustomers;MSBU;XCD;67707704.1419999
2023;BV1;31/05/2023;AllCustomers;MTBU;EUR;42686187.0526
2023;BV1;31/05/2023;AllCustomers;MYBU;MYR;69083657.1180001
2023;BV1;31/05/2023;AllCustomers;NLBU;EUR;17881873.3093
2023;BV1;31/05/2023;AllCustomers;NOBU;NOK;358654453.8624
2023;BV1;31/05/2023;AllCustomers;NZBU;NZD;52575638.9759999
2023;BV1;31/05/2023;AllCustomers;OMBU;OMR;18949601.8008
2023;BV1;31/05/2023;AllCustomers;PLBU;PLN;107484292.3
2023;BV1;31/05/2023;AllCustomers;PNBU;NZD;40643892.1286999
2023;BV1;31/05/2023;AllCustomers;PTBU;EUR;23599444.2138
2023;BV1;31/05/2023;AllCustomers;QABU;QAR;190938070.6975
2023;BV1;31/05/2023;AllCustomers;SABU;SAR;237944442.1875
2023;BV1;31/05/2023;AllCustomers;SEBU;SEK;514145074.714201
2023;BV1;31/05/2023;AllCustomers;SGBU;SGD;76607075.2017999
2023;BV1;31/05/2023;AllCustomers;SHBU;SHP;14770607.8808
2023;BV1;31/05/2023;AllCustomers;SIBU;EUR;19094259.002
2023;BV1;31/05/2023;AllCustomers;SKBU;EUR;16843140.0592
2023;BV1;31/05/2023;AllCustomers;SMBU;EUR;184490923.889999
2023;BV1;31/05/2023;AllCustomers;TWBU;TWD;615630230.644
2023;BV1;31/05/2023;AllCustomers;USBU;USD;17134165.3
2023;BV1;31/05/2023;AllCustomers;VABU;EUR;130634131.992
2023;BV1;31/05/2023;AllCustomers;VGBU;USD;21386925.84
2023;BV1;31/05/2023;AllCustomers;WFBU;XPF;2159411495.038
2023;BV1;31/05/2023;AllCustomers;ZABU;ZAR;381334345.2765
2023;BV1;30/06/2023;AllCustomers;ADBU;EUR;48265948.7855997
2023;BV1;30/06/2023;AllCustomers;AEBU;AED;189418271.066401
2023;BV1;30/06/2023;AllCustomers;ATBU;EUR;24446906.3202
2023;BV1;30/06/2023;AllCustomers;AUBU;AUD;31743639.5808001
2023;BV1;30/06/2023;AllCustomers;BEBU;EUR;32114852.77
2023;BV1;30/06/2023;AllCustomers;BHBU;BHD;14908779.4645999
2023;BV1;30/06/2023;AllCustomers;BMBU;BMD;19096923.23
2023;BV1;30/06/2023;AllCustomers;CABU;CAD;76426204.6
2023;BV1;30/06/2023;AllCustomers;CHBU;CHF;54189242.7544
2023;BV1;30/06/2023;AllCustomers;CYBU;EUR;17281426.9264
2023;BV1;30/06/2023;AllCustomers;CZBU;CZK;738564260.069999
2023;BV1;30/06/2023;AllCustomers;DEBU;EUR;27703346.58
2023;BV1;30/06/2023;AllCustomers;DKBU;DKK;259796511.905701
2023;BV1;30/06/2023;AllCustomers;EEBU;EUR;24502751.2184
2023;BV1;30/06/2023;AllCustomers;ESBU;EUR;41693787.0258
2023;BV1;30/06/2023;AllCustomers;FIBU;EUR;16985042.4744
2023;BV1;30/06/2023;AllCustomers;FKBU;FKP;13200316.1518
2023;BV1;30/06/2023;AllCustomers;FOBU;DKK;198776831.0697
2023;BV1;30/06/2023;AllCustomers;FRBU;EUR;26362461.762
2023;BV1;30/06/2023;AllCustomers;GBBU;GBP;21717064.752
2023;BV1;30/06/2023;AllCustomers;GGBU;GBP;22963883.3741999
2023;BV1;30/06/2023;AllCustomers;GIBU;GIP;46588983.826
2023;BV1;30/06/2023;AllCustomers;GRBU;EUR;23729677.1985
2023;BV1;30/06/2023;AllCustomers;HKBU;HKD;196117337.52
2023;BV1;30/06/2023;AllCustomers;HUBU;HUF;9038034895.0563
2023;BV1;30/06/2023;AllCustomers;IEBU;EUR;22355140.08
2023;BV1;30/06/2023;AllCustomers;ILBU;ILS;81626378.5259997
2023;BV1;30/06/2023;AllCustomers;IMBU;GBP;20162380.6368001
2023;BV1;30/06/2023;AllCustomers;IOBU;USD;31762347.5
2023;BV1;30/06/2023;AllCustomers;ISBU;ISK;3210291246.6288
2023;BV1;30/06/2023;AllCustomers;ITBU;EUR;55856874.2368001
2023;BV1;30/06/2023;AllCustomers;JEBU;GBP;18900933.2876
2023;BV1;30/06/2023;AllCustomers;JPBU;JPY;1992686986.9
2023;BV1;30/06/2023;AllCustomers;KRBU;KRW;75341988625.1761
2023;BV1;30/06/2023;AllCustomers;KWBU;KWD;19479222.3960001
2023;BV1;30/06/2023;AllCustomers;KYBU;KYD;20138275.9564
2023;BV1;30/06/2023;AllCustomers;LIBU;CHF;129524893.76
2023;BV1;30/06/2023;AllCustomers;LTBU;EUR;29179963.2852
2023;BV1;30/06/2023;AllCustomers;LUBU;EUR;52332647.2760003
2023;BV1;30/06/2023;AllCustomers;LVBU;EUR;18485110.9898
2023;BV1;30/06/2023;AllCustomers;MCBU;EUR;246632295.91
2023;BV1;30/06/2023;AllCustomers;MSBU;XCD;65052500.0579999
2023;BV1;30/06/2023;AllCustomers;MTBU;EUR;43594403.7984
2023;BV1;30/06/2023;AllCustomers;MYBU;MYR;91782573.0282001
2023;BV1;30/06/2023;AllCustomers;NLBU;EUR;20371754.403
2023;BV1;30/06/2023;AllCustomers;NOBU;NOK;363028288.6656
2023;BV1;30/06/2023;AllCustomers;NZBU;NZD;62798679.8879998
2023;BV1;30/06/2023;AllCustomers;OMBU;OMR;23926264.9
2023;BV1;30/06/2023;AllCustomers;PLBU;PLN;79444911.7000002
2023;BV1;30/06/2023;AllCustomers;PNBU;NZD;48101487.0146999
2023;BV1;30/06/2023;AllCustomers;PTBU;EUR;16321110.9516
2023;BV1;30/06/2023;AllCustomers;QABU;QAR;162580931.485
