original_currency;target_currency;31/01/2024;29/02/2024;31/03/2024;30/04/2024;31/05/2024;30/06/2024;31/07/2024;31/08/2024;30/09/2024;31/10/2024;30/11/2024;31/12/2024;31/01/2025;28/02/2025;31/03/2025;30/04/2025;31/05/2025;30/06/2025;31/07/2025;31/08/2025;30/09/2025;31/10/2025;30/11/2025;31/12/2025
GBP;USD;1.35135135135135;1.09459459459459;0.996081081081081;1.0698907413412293;1.1061973914467973;1.1280198184600063;1.1741751946278476;1.1601975581262935;1.1282288218938938;1.0804767475971058;1.067784906333407;1.0978576483445432;1.0757997114779376;1.0649796987154163;1.060848909613889;1.0617321902825012;1.0586396599138814;1.0505152536393518;1.0382233440042918;1.0264873026374413;1.011660930157566;1.01802204612197;0.961938263370892;0.9169284800255276
GIP;USD;1.2987012987013;1.27272727272727;1.28545454545455;1.3159583927759273;1.3464372298217664;1.314779768680188;1.31954310369607;1.3949652188898776;1.3895092248233532;1.4940855696974955;1.5128353026314731;1.5222413541459736;1.5522948791319944;1.5873955916082276;1.5684486412345566;1.5757702770236626;1.595787190463562;1.5536831992257232;1.5902100342564673;1.5766615843351877;1.5464297150818118;1.5342101970709234;1.5856633557021114;1.5693565402473912
HKD;USD;0.12853470437018;0.143958868894602;0.142519280205656;0.14422565656272132;0.14532574551008812;0.15070850443829692;0.15512502770916467;0.15809481666250033;0.16103703100142902;0.1614465094512653;0.1594784200850525;0.16100388188737996;0.15972820103716873;0.16109213509339226;0.15440715921753068;0.15355557569819164;0.15228110083862478;0.1527747970747812;0.14896212268988865;0.14499000240897775;0.14309895182989502;0.1448665337837829;0.14286454755142017;0.1454435400774458
HUF;USD;0.0032095516256379;0.0026639278492794;0.0030368777481785;0.0030655247774860647;0.0031510813440941555;0.00310994431770548;0.003009757524797247;0.0030833118873232262;0.002818348838266312;0.0028063071405265458;0.0029268440448135214;0.0029046301548843736;0.0028694498207801422;0.0028517061539201187;0.002847132059131107;0.0029222746347105882;0.003043019628139172;0.0030547267763020376;0.0031638013663267514;0.0032389266737625566;0.0034340044424608384;0.003494989948812003;0.0034022513378465205;0.0033664234012830236
ILS;USD;0.280112044817927;0.291316526610644;0.332100840336135;0.34392704220660836;0.35176801777028927;0.35371059695976576;0.35088476377495903;0.33504267649222114;0.3555433365831349;0.3705573873144952;0.3645758241997343;0.3788237833973938;0.366799326985835;0.36967312294568094;0.3678196202876254;0.36821121902506343;0.3879617091998144;0.38094739985146325;0.38978447231644503;0.3836766707112117;0.3962693709732258;0.39711630566612505;0.39022846309863596;0.4019259829485815
ISK;USD;0.0079001422025596;0.0066361194501501;0.0072997313951651;0.007365164363715955;0.007847274485693587;0.007891018075576274;0.007863902260574138;0.008021916550303071;0.007776139738130932;0.0075579439133889505;0.007672774415230595;0.007606627271224187;0.007356769817119044;0.007582625362334646;0.007698711826678696;0.007795369997913953;0.007840642289195876;0.00773697628350881;0.007986275480230561;0.007628293300699269;0.007952585154556513;0.007803783465215847;0.008015637336677902;0.007856718747778066
JPY;USD;0.0091996320147194;0.0078196872125115;0.0086798528058877;0.008840834025653294;0.008365501573909175;0.008067682556501745;0.007651955643972645;0.007563928891622893;0.007702003272157673;0.007886409105429416;0.0075793983718422265;0.007993744176134463;0.0075091453638937815;0.007567638266897474;0.007379496101015235;0.007383402067977677;0.007384291387502665;0.007708887615166776;0.007832722360484087;0.007674477163545713;0.007716428979531479;0.007679313389558774;0.008006318085203946;0.007943982074947021
KRW;USD;0.0008899964400142;0.0009344962620149;0.0009999110003559;0.0009960956319025843;0.0010233351821967256;0.0010292412204777036;0.0010182828925507598;0.001027807457159116;0.0010359069312054624;0.0010817828070923134;0.0011199068371512588;0.001117876627066065;0.0010794255864649733;0.0011054830612911859;0.0011236995417635341;0.0011399980052805036;0.0011012053978753866;0.0011473870294163126;0.001177357787120393;0.001176266150736009;0.0011960159825796454;0.001235606674914089;0.0012322953198886145;0.0012500513795531082
KWD;USD;3.33333333333333;3.96666666666667;3.689;3.58272336385635;3.547844107089357;3.413683548986954;3.3845438976708135;3.3394347434066027;3.198930597995549;3.1335027436611558;3.139336617411516;3.0964391399147813;3.0826555322700555;3.018241404999419;3.0121824228224443;2.9193572023787064;2.842324126513661;2.9116129626435803;2.9615112497735097;2.8672342746050723;2.8222827424957777;2.8542111960930887;2.937597353462957;2.7846143163209547
KYD;USD;1.20481927710843;1.40963855421687;1.40963855421687;1.4748547192290558;1.52081764810372;1.5699416426482018;1.616925813843295;1.6752674263598766;1.665971986179927;1.7221123834584573;1.7184672883312297;1.672643672555474;1.7249167077844048;1.6568087882457263;1.5950302212165284;1.6066758914565595;1.583836061784238;1.547007594031445;1.5500177936571407;1.5639843347578544;1.5518942826166184;1.5287580819310305;1.567309467661018;1.6140586405698742
MYR;USD;0.241545893719807;0.243961352657005;0.290314009661836;0.2955130341504053;0.29182696737224717;0.2810006653044562;0.29831429670348414;0.30142376874833454;0.293799474383409;0.2994021667870915;0.2977089914233587;0.2958436755434867;0.2876882499059502;0.2834539726180254;0.28403770339516937;0.27626509558350876;0.26744088863655674;0.2675650484245735;0.270574334077177;0.28392401175890325;0.2930603101664013;0.2981138919502346;0.29564525300302075;0.29472612463092834
NOK;USD;0.115740740740741;0.12037037037037;0.133611111111111;0.134318514674964;0.13198545924763366;0.13661439723057925;0.1392855945696921;0.1421250975974976;0.14363260015412974;0.15424679883802683;0.15473763974282512;0.15423671028457897;0.15685896491229567;0.15881111672371076;0.16157478761227095;0.1590211907580507;0.16435482582618113;0.15903354998314467;0.16659942975493963;0.16693368733472125;0.17027073418599478;0.1748888630038537;0.18239534228119328;0.1745581749147328
NZD;USD;0.680272108843537;0.789115646258503;0.647074829931973;0.6525945670627711;0.648356171440681;0.6895177976511901;0.6769074287372644;0.6672428828961344;0.6622860034460046;0.6758011735517884;0.6796499673257963;0.6778678568493066;0.6447117400823547;0.6422681440871032;0.6431847210058089;0.6268112005683666;0.6339476203625948;0.6130733745652499;0.6108355118770518;0.5896831751448959;0.6008166797330619;0.5912401074549648;0.5973941634104402;0.5933456393526096
OMR;USD;2.63157894736842;2.94736842105263;2.47578947368421;2.521694237006655;2.507593661261624;2.540081888438702;2.608449621291746;2.5728463350649426;2.5991390005539206;2.6491804441494433;2.6456839479084673;2.6045372693862863;2.5860171814646744;2.5559223144514402;2.6046214494215136;2.5592307656997106;2.5218561719609465;2.5137947141752495;2.6415166698405925;2.5822994718549235;2.6475645027562535;2.6239090916158427;2.6513964564225585;2.6258771761839785
PLN;USD;0.25974025974026;0.246753246753247;0.246753246753247;0.25034251517980516;0.24551717289054553;0.2522937366957764;0.26223369410250963;0.258688506894229;0.25310103666380945;0.26162855451369776;0.2691315325852733;0.2706505817241958;0.2731447546091978;0.2646181169455833;0.2611414379971895;0.2571497547514096;0.25903408391035476;0.259352898056656;0.2598959064589413;0.2654856957128141;0.2567325375096995;0.26426041347164786;0.25701221156349835;0.25458146657884756
QAR;USD;0.269541778975741;0.261455525606469;0.214393530997305;0.2175720565319628;0.22033752107847185;0.21140908522487734;0.21273310921982996;0.21333424749050922;0.2103485875452593;0.21101600465179474;0.21690781988148536;0.21933026797953248;0.21362353443295404;0.21070468969032716;0.21212930900484375;0.20361680118264236;0.19613871926936252;0.19201745743437984;0.19837685251303158;0.2052867795052878;0.20850834576805405;0.21106108212829783;0.20602895641127905;0.21070328088764914
SAR;USD;0.266666666666667;0.264;0.30624;0.3021684532410078;0.3061350481492343;0.31008770652368783;0.3212177450552669;0.3114884975693175;0.3160338220577394;0.31842350985196816;0.3286287843981182;0.3238025081478256;0.3109052500455307;0.31305235624258276;0.32173664474806857;0.32154371108433766;0.30888467042703194;0.31461317361922014;0.3096663718727839;0.31410288009868603;0.30862778868992796;0.2962248463018436;0.3021789359823615;0.30385958032448046
SEK;USD;0.11001100110011;0.125412541254125;0.13042904290429;0.13194994633945187;0.13127706979864512;0.12992296866881853;0.1302987702075139;0.13342591424869943;0.13360162929306996;0.13108707331707475;0.1371207048124038;0.1414372244821617;0.14018090570924147;0.1390808438806002;0.1394050502342336;0.13565497475113472;0.13810354587181908;0.1381666621252159;0.14053348246883435;0.14015812931583008;0.14131465689981756;0.14132631033444107;0.1327499126002653;0.13132830142222066
SGD;USD;0.72992700729927;0.642335766423358;0.616642335766423;0.6195896742739156;0.6243871657238229;0.6193568387571875;0.6165672339176823;0.6056136277122213;0.5916866850871388;0.6100792894055365;0.6088009338306067;0.630109762443592;0.5977549081502295;0.5785464530028795;0.5602030702927994;0.5681419202028231;0.571490149840354;0.5710440897331824;0.5906054409945459;0.5816949715164815;0.6017558742254957;0.6170372124009826;0.6185868956895778;0.6080706883135786
SHP;USD;1.35135135135135;1.27027027027027;1.29567567567568;1.2600666166904604;1.2308880202859325;1.2468584837982106;1.2373050596308008;1.2165338793331846;1.1977261759212128;1.2436841570891781;1.2932490892516653;1.2559324716208071;1.2683884016964653;1.3052064772870058;1.2993036777030678;1.2956004299842927;1.300278923042846;1.3298240350796053;1.2999217586537617;1.3472971601361035;1.3055001465919407;1.3198007089526855;1.2880676235536233;1.3037469391430032
TWD;USD;0.035778175313059;0.0425760286225402;0.0378926654740608;0.038490113730207505;0.04055678773077225;0.04112536961467619;0.040572248230997254;0.041734153575921216;0.04296708375362163;0.042250329088078416;0.04176258098309497;0.04208117099123867;0.04138926393471137;0.04160871286207701;0.04274685965753302;0.04317734100647821;0.0427464309237686;0.041962326608020364;0.040764791387900075;0.04113818952542474;0.04145112663104325;0.04107259472716397;0.040183437847090116;0.04095934768922031
USD;USD;1.0;1.0;1.0;0.9788757845799325;0.9304834170283781;0.8874198645669409;0.873948749502391;0.8921354344448861;0.9286740708856727;0.9444646000920122;0.9444649088829848;0.9333722540634986;0.9348106324899416;0.9198916488346117;0.9251724481376113;0.9091735885531416;0.8866029709288271;0.8933347453103049;0.8886055919972714;0.9185445697604039;0.937539379197252;0.9577404670015207;0.9361273841344075;0.9323582377464404
XCD;USD;0.37037037037037;0.42962962962963;0.348;0.35563656211549755;0.3525686317415743;0.3496210028608975;0.3640620070710217;0.3679379998642047;0.36949203533118136;0.3638072849524673;0.3625387338878595;0.3653777520637931;0.3662613336099959;0.3735595537985914;0.3873506606135711;0.3815708543945163;0.3725567919793641;0.37161621118764265;0.3705868339195479;0.3718230002679849;0.381002852055921;0.39264074564322327;0.38604670495416643;0.39083361554971346
XPF;USD;0.0092704180958561;0.0093631222768146;0.0074904978214517;0.007303146788315852;0.007252214226166113;0.00705587029349152;0.006857524750670462;0.006624394202895004;0.006526001744616572;0.006465096672721836;0.0065486499181548;0.0066382218822525615;0.006624771059320998;0.006717351957414315;0.007037069155123983;0.006852943027323374;0.006702321580927209;0.0065353646834309395;0.006488921503352071;0.006714180688947888;0.006777314549711703;0.006961112762366061;0.007013033837134036;0.00696081937796351
ZAR;USD;0.0670690811535882;0.0657276995305164;0.0565258215962441;0.05641072776347203;0.056568482051427685;0.05390142308326457;0.054919768752197236;0.05483605704840853;0.056163128337174954;0.057148646984390074;0.057197906038820925;0.0562023265955464;0.058654843194243744;0.05813758475057775;0.05898851202144556;0.058541846891953755;0.06193256499971901;0.06549924027825692;0.06702313430455578;0.06715166204930219;0.06388322471795209;0.06257724304929098;0.06423005353165961;0.06336694181803643
